,date_cd,dong,temp,hum,redust,pm10,pm25,o3,no2,co,so2,buspop,stops,consts
1124,20221213,영등포동,4.0,76.0,157.0,177,34,0.021,0.019,0.4,0.003,39338,53,39
1125,20220831,거여동,24.0,70.0,13.0,11,3,0.024,0.014,0.3,0.002,6665,19,38
1126,20220831,마천동,24.0,72.0,15.0,11,3,0.024,0.014,0.3,0.002,10956,26,38
1127,20220831,문정동,23.0,74.0,16.0,11,3,0.024,0.014,0.3,0.002,15250,49,38
1128,20220831,방이동,24.0,69.0,14.0,11,3,0.024,0.014,0.3,0.002,11077,26,38
1129,20220831,잠실동,24.0,71.0,16.0,11,3,0.024,0.014,0.3,0.002,48489,57,38
1130,20220831,장지동,24.0,74.0,14.0,11,3,0.024,0.014,0.3,0.002,12115,31,38
1131,20221201,거여동,-1.0,39.0,38.0,23,10,0.02,0.018,0.4,0.003,6501,19,48
1132,20221201,마천동,-1.0,41.0,20.0,23,10,0.02,0.018,0.4,0.003,10134,26,48
1133,20221201,문정동,-2.0,39.0,13.0,23,10,0.02,0.018,0.4,0.003,14873,49,48
1134,20221201,방이동,-1.0,38.0,43.0,23,10,0.02,0.018,0.4,0.003,11154,26,48
1135,20221201,잠실동,-1.0,38.0,14.0,23,10,0.02,0.018,0.4,0.003,47135,57,48
1136,20221201,장지동,-1.0,38.0,22.0,23,10,0.02,0.018,0.4,0.003,11652,31,48
1137,20221214,장지동,-4.0,41.0,163.0,51,13,0.021,0.017,0.4,0.003,11761,31,49
1138,20230131,장지동,7.0,47.0,163.0,38,16,0.018,0.033,0.5,0.003,10846,31,64
1139,20230228,장지동,7.0,59.0,4.0,37,23,0.021,0.037,0.5,0.003,11143,31,79
